origin,destination,total_time_in_train,number_of_trains,total_distance_m,cycling_distance_m,total_cycling_time,total_walking_time,calories_burnt_walking,calories_burnt_cycling,walking_time_h,cycling_time_h
Harlesden tube station,Wood Lane tube station,43.75,2,12604,4526,16.016666666666666,53.88095238095239,220.0138888888889,130.80277777777778,0.8980158730158732,0.26694444444444443
Hendon Central tube station,Kilburn tube station,40.32,1,6983,5501,18.316666666666666,65.48809523809524,267.40972222222223,149.5861111111111,1.091468253968254,0.30527777777777776
Hendon Central tube station,Neasden tube station,70.07,2,27085,5482,18.4,65.26190476190476,266.4861111111111,150.26666666666665,1.0876984126984126,0.30666666666666664
Hendon Central tube station,West Hampstead tube station,31.07,1,6274,5928,19.966666666666665,70.57142857142858,288.16666666666674,163.06111111111107,1.1761904761904765,0.33277777777777773
Hendon Central tube station,Willesden Green tube station,42.92,1,5374,5116,16.75,60.90476190476191,248.69444444444449,136.79166666666666,1.0150793650793652,0.2791666666666667
Highbury & Islington tube station,Highgate tube station,35.83,2,9756,5902,25.716666666666665,70.26190476190477,286.9027777777778,210.01944444444445,1.1710317460317463,0.4286111111111111
Highbury & Islington tube station,Holborn tube station,33.120000000000005,2,6699,3949,15.116666666666667,47.011904761904766,191.9652777777778,123.4527777777778,0.7835317460317461,0.25194444444444447
Highbury & Islington tube station,Kentish Town tube station,25.87,1,3705,3303,13.216666666666667,39.32142857142857,160.5625,107.9361111111111,0.6553571428571429,0.22027777777777777
Highbury & Islington tube station,King's Cross St Pancras tube station,15.4,1,2937,3304,10.833333333333334,39.333333333333336,160.61111111111111,88.47222222222221,0.6555555555555556,0.18055555555555555
Highbury & Islington tube station,Leicester Square tube station,32.65,2,6023,5067,19.483333333333334,60.32142857142858,246.3125,159.1138888888889,1.0053571428571428,0.32472222222222225
Highbury & Islington tube station,Liverpool Street tube station,24.72,1,4319,5092,16.416666666666668,60.61904761904762,247.52777777777777,134.06944444444446,1.0103174603174603,0.27361111111111114
Highbury & Islington tube station,London Bridge tube station,39.6,2,12112,6115,21.9,72.79761904761905,297.25694444444446,178.85,1.213293650793651,0.365
Highbury & Islington tube station,Manor House tube station,21.98,2,3464,3952,14.7,47.04761904761905,192.11111111111114,120.05,0.7841269841269842,0.245
Highbury & Islington tube station,Mansion House tube station,39.2,2,9244,4838,16.9,57.595238095238095,235.18055555555557,138.01666666666665,0.959920634920635,0.2816666666666666
Highbury & Islington tube station,Marylebone tube station,33.78,2,7498,6952,26.416666666666668,82.76190476190477,337.9444444444445,215.73611111111114,1.3793650793650796,0.4402777777777778
Highbury & Islington tube station,Monument tube station,29.73,2,4704,5227,17.5,62.22619047619048,254.0902777777778,142.91666666666669,1.0371031746031747,0.2916666666666667
Highbury & Islington tube station,Moorgate tube station,17.1,1,3901,4364,13.733333333333333,51.952380952380956,212.13888888888889,112.15555555555554,0.8658730158730159,0.22888888888888886
Highbury & Islington tube station,Mornington Crescent tube station,24.97,1,4343,4178,17.433333333333334,49.73809523809525,203.09722222222226,142.37222222222223,0.8289682539682541,0.29055555555555557
Highbury & Islington tube station,Old Street tube station,16.1,1,3228,3921,11.683333333333334,46.67857142857143,190.60416666666666,95.41388888888889,0.7779761904761905,0.1947222222222222
Highbury & Islington tube station,Oxford Circus tube station,14.87,1,5133,5264,21.066666666666666,62.66666666666667,255.8888888888889,172.04444444444442,1.0444444444444445,0.3511111111111111
Highbury & Islington tube station,Piccadilly Circus tube station,25.17,2,6040,5327,21.016666666666666,63.41666666666667,258.9513888888889,171.6361111111111,1.0569444444444445,0.35027777777777774
Highbury & Islington tube station,Regent's Park tube station,24.67,1,4922,5682,23.85,67.64285714285715,276.20833333333337,194.775,1.1273809523809526,0.3975
Highbury & Islington tube station,Russell Square tube station,26.9,1,4429,3765,14.416666666666666,44.82142857142858,183.02083333333337,117.7361111111111,0.7470238095238096,0.24027777777777776
Highbury & Islington tube station,St John's Wood tube station,36.53,2,11195,6729,26.833333333333332,80.10714285714286,327.1041666666667,219.13888888888889,1.3351190476190478,0.4472222222222222
Highbury & Islington tube station,St Paul's tube station,29.27,1,4787,4097,12.916666666666666,48.773809523809526,199.15972222222223,105.4861111111111,0.8128968253968254,0.21527777777777776
Highbury & Islington tube station,Seven Sisters tube station,14.92,1,5451,6054,19.883333333333333,72.07142857142858,294.2916666666667,162.38055555555556,1.2011904761904764,0.3313888888888889
Highbury & Islington tube station,Southwark tube station,35.4,2,9217,5193,18.516666666666666,61.82142857142858,252.43750000000003,151.21944444444443,1.030357142857143,0.3086111111111111
Highbury & Islington tube station,Stepney Green tube station,30.0,2,7279,7368,25.25,87.71428571428572,358.1666666666667,206.20833333333334,1.461904761904762,0.42083333333333334
Highbury & Islington tube station,Swiss Cottage tube station,35.17,1,8004,5926,24.1,70.54761904761905,288.06944444444446,196.81666666666666,1.1757936507936508,0.40166666666666667
Highbury & Islington tube station,Temple tube station,36.32,2,10398,5036,17.783333333333335,59.952380952380956,244.80555555555557,145.23055555555558,0.9992063492063493,0.2963888888888889
Highbury & Islington tube station,Tottenham Court Road tube station,30.28,2,5979,4438,17.833333333333332,52.833333333333336,215.73611111111114,145.63888888888889,0.8805555555555556,0.2972222222222222
Highbury & Islington tube station,Tower Hill tube station,36.35,2,7925,6354,21.283333333333335,75.64285714285714,308.875,173.81388888888893,1.2607142857142857,0.35472222222222227
Highbury & Islington tube station,Tufnell Park tube station,31.57,2,7153,3562,13.716666666666667,42.404761904761905,173.1527777777778,112.01944444444445,0.7067460317460318,0.22861111111111113
Highbury & Islington tube station,Turnpike Lane tube station,25.27,2,5685,6083,20.45,72.41666666666667,295.7013888888889,167.00833333333333,1.2069444444444446,0.3408333333333333
Highbury & Islington tube station,Warren Street tube station,15.85,1,4327,4773,19.333333333333332,56.82142857142858,232.02083333333334,157.88888888888889,0.9470238095238096,0.3222222222222222
Highbury & Islington tube station,Waterloo tube station,33.18,2,8790,6024,20.433333333333334,71.71428571428572,292.83333333333337,166.87222222222223,1.1952380952380954,0.34055555555555556
Highbury & Islington tube station,Whitechapel tube station,19.8,1,6303,6395,21.8,76.13095238095238,310.86805555555554,178.03333333333333,1.2688492063492063,0.36333333333333334
Highgate tube station,Holloway Road tube station,43.72,2,10161,3730,10.45,44.40476190476191,181.31944444444449,85.34166666666667,0.7400793650793652,0.17416666666666666
Highgate tube station,Kentish Town tube station,15.23,1,3525,3378,10.133333333333333,40.214285714285715,164.20833333333334,82.75555555555556,0.6702380952380953,0.1688888888888889
Highgate tube station,Manor House tube station,48.7,2,12576,5367,17.033333333333335,63.892857142857146,260.8958333333333,139.10555555555555,1.0648809523809524,0.2838888888888889
Highgate tube station,Mornington Crescent tube station,18.5,1,5327,5601,19.083333333333332,66.67857142857143,272.27083333333337,155.8472222222222,1.1113095238095239,0.31805555555555554
Highgate tube station,Swiss Cottage tube station,54.87,2,18011,6334,21.466666666666665,75.40476190476191,307.9027777777778,175.3111111111111,1.256746031746032,0.35777777777777775
Highgate tube station,Tufnell Park tube station,12.43,1,2769,2652,7.566666666666666,31.571428571428573,128.91666666666666,61.79444444444445,0.5261904761904762,0.12611111111111112
Highgate tube station,Turnpike Lane tube station,51.98,2,14797,4137,14.816666666666666,49.25,201.10416666666666,121.00277777777778,0.8208333333333333,0.24694444444444444
Highgate tube station,West Hampstead tube station,32.85,2,7555,5916,24.783333333333335,70.42857142857143,287.58333333333337,202.39722222222224,1.1738095238095239,0.41305555555555556
Highgate tube station,Wood Green tube station,54.3,2,15771,4725,17.083333333333332,56.25,229.6875,139.51388888888889,0.9375,0.2847222222222222
High Street Kensington tube station,Holland Park tube station,17.85,1,1816,1652,7.5,19.666666666666668,80.30555555555556,61.25,0.3277777777777778,0.125
High Street Kensington tube station,Hyde Park Corner tube station,25.92,2,3785,3065,11.566666666666666,36.488095238095234,148.99305555555554,94.46111111111111,0.6081349206349206,0.19277777777777777
High Street Kensington tube station,Kensal Green tube station,40.5,2,8016,5517,21.85,65.67857142857143,268.1875,178.4416666666667,1.0946428571428573,0.3641666666666667
High Street Kensington tube station,Kilburn Park tube station,30.37,2,5667,5274,21.683333333333334,62.78571428571429,256.375,177.08055555555555,1.0464285714285715,0.36138888888888887
High Street Kensington tube station,Knightsbridge tube station,23.73,2,3118,2930,11.716666666666667,34.88095238095239,142.43055555555557,95.6861111111111,0.5813492063492064,0.19527777777777777
High Street Kensington tube station,Ladbroke Grove tube station,31.33,2,5706,3408,13.116666666666667,40.57142857142857,165.66666666666666,107.11944444444445,0.6761904761904761,0.21861111111111112
High Street Kensington tube station,Lancaster Gate tube station,21.17,1,3496,2745,11.3,32.67857142857143,133.43750000000003,92.28333333333335,0.5446428571428572,0.18833333333333335
High Street Kensington tube station,Latimer Road tube station,33.28,2,6384,3194,11.083333333333334,38.023809523809526,155.2638888888889,90.5138888888889,0.6337301587301588,0.18472222222222223
High Street Kensington tube station,Leicester Square tube station,30.8,1,6923,6388,23.383333333333333,76.04761904761905,310.5277777777778,190.96388888888887,1.2674603174603176,0.3897222222222222
High Street Kensington tube station,Maida Vale tube station,26.1,2,4715,4935,20.066666666666666,58.75,239.89583333333331,163.87777777777777,0.9791666666666666,0.33444444444444443
High Street Kensington tube station,Marble Arch tube station,27.53,2,3859,4618,17.85,54.97619047619048,224.48611111111114,145.77500000000003,0.9162698412698413,0.29750000000000004
High Street Kensington tube station,Marylebone tube station,20.77,1,4042,5697,22.983333333333334,67.82142857142858,276.93750000000006,187.69722222222225,1.130357142857143,0.3830555555555556
High Street Kensington tube station,Notting Hill Gate tube station,8.98,1,1141,1353,8.05,16.107142857142858,65.77083333333333,65.74166666666667,0.26845238095238094,0.13416666666666668
High Street Kensington tube station,Oxford Circus tube station,30.03,2,6384,5640,23.15,67.14285714285715,274.16666666666674,189.0583333333333,1.1190476190476193,0.3858333333333333
High Street Kensington tube station,Paddington tube station,13.97,1,2962,3119,13.516666666666667,37.13095238095239,151.6180555555556,110.38611111111112,0.6188492063492065,0.2252777777777778
High Street Kensington tube station,Parsons Green tube station,17.17,1,3686,4071,15.95,48.464285714285715,197.89583333333334,130.25833333333333,0.8077380952380953,0.2658333333333333
High Street Kensington tube station,Piccadilly Circus tube station,30.15,2,5180,5373,21.016666666666666,63.964285714285715,261.1875,171.6361111111111,1.0660714285714286,0.35027777777777774
High Street Kensington tube station,Pimlico tube station,29.52,2,5451,5578,24.383333333333333,66.40476190476191,271.15277777777777,199.13055555555553,1.1067460317460318,0.40638888888888886
High Street Kensington tube station,Putney Bridge tube station,18.48,1,4624,5335,19.033333333333335,63.511904761904766,259.34027777777777,155.4388888888889,1.058531746031746,0.31722222222222224
High Street Kensington tube station,Queen's Park tube station,32.18,2,6491,6079,23.866666666666667,72.36904761904763,295.50694444444446,194.91111111111113,1.2061507936507938,0.3977777777777778
High Street Kensington tube station,Queensway tube station,13.78,1,2178,1852,7.85,22.047619047619047,90.02777777777777,64.10833333333333,0.36746031746031743,0.13083333333333333
High Street Kensington tube station,Ravenscourt Park tube station,31.12,2,5346,3614,14.033333333333333,43.023809523809526,175.68055555555554,114.60555555555555,0.7170634920634921,0.2338888888888889
High Street Kensington tube station,Regent's Park tube station,34.019999999999996,2,5457,6775,27.583333333333332,80.65476190476191,329.3402777777778,225.26388888888889,1.3442460317460319,0.4597222222222222
High Street Kensington tube station,Royal Oak tube station,21.43,1,2709,3270,16.233333333333334,38.92857142857143,158.95833333333334,132.57222222222222,0.6488095238095238,0.27055555555555555
High Street Kensington tube station,St James's Park tube station,16.630000000000003,1,4908,5014,19.583333333333332,59.69047619047619,243.73611111111111,159.93055555555557,0.9948412698412699,0.3263888888888889
High Street Kensington tube station,St John's Wood tube station,41.95,2,11704,5726,25.0,68.16666666666667,278.3472222222223,204.16666666666669,1.1361111111111113,0.4166666666666667
High Street Kensington tube station,Shepherd's Bush tube station,23.619999999999997,2,2816,2785,10.65,33.154761904761905,135.38194444444446,86.97500000000001,0.5525793650793651,0.17750000000000002
High Street Kensington tube station,Shepherd's Bush Market tube station,34.05,2,7427,3978,16.35,47.35714285714286,193.37500000000003,133.525,0.7892857142857144,0.2725
High Street Kensington tube station,Sloane Square tube station,14.52,1,3074,4109,15.85,48.916666666666664,199.74305555555554,129.44166666666666,0.8152777777777778,0.26416666666666666
High Street Kensington tube station,South Kensington tube station,9.77,1,1852,2204,8.866666666666667,26.23809523809524,107.1388888888889,72.41111111111111,0.43730158730158736,0.14777777777777779
High Street Kensington tube station,Stamford Brook tube station,31.02,2,5942,4372,17.266666666666666,52.04761904761905,212.52777777777777,141.0111111111111,0.8674603174603175,0.28777777777777774
High Street Kensington tube station,Swiss Cottage tube station,43.42,2,12657,7019,29.666666666666668,83.55952380952381,341.20138888888886,242.2777777777778,1.39265873015873,0.49444444444444446
